ID,Item,Quantity,Reference,Make,Comment,Manufacturer,MPN,ExDist,ExDist PN,ExDist Link,ExDistLink2
M4sleeve,"M4 sleeve nut, flat head",8,"M4×12, 5×16, brass, 3663072123953 visfil0, see data sheet",FALSE,#REF!,Visserie Service,6722811709_1,vis-express.fr,6722811709_1,https://www.vis-express.fr/fr/ecrou-relieur-acier/33826-503954-ecrou-relieur-tete-bombee-fendue-5x16-m4x12-laiton-3663072123953.html#/21-conditionnement-1_piece,https://www.schraubenhimmel.de/muttern/huelsenmuttern/?p=1&o=5&n=12&attributesForm_1=Messing%20vernickelt&attributesForm_2=_M%204
